STUDENT_ID,X1POVERTY,X1CONTROL,X1LOCALE,X1REGION,S2SEX,S2FRDROPOUT,S2EDUASP,S2EDUEXP,S2SUREBA,S2CLG2013,S2GOVLOAN,S2OCC30EARN,S2FAVSUBJ,S2CANTAFFORD,S2ACADEMIC,S2CANTSEND,S2HSJOBEVER,S2HSJOBHR,S3ANYCLGCRED,S3DUAL,S3APMATH,S3APSCIENCE,S3CNSLCLG,S3CLGINFLU,X1FAMINCOME,X3TGPATOT,X1RACE
15559,-8,Public,Rural,South,Female,0,8,2,3,3,-7,-7,6,3,0,0,0,-7,0,-7,-7,-7,-7,12,-8,-8,8
15560,0,Private,Town,Midwest,Male,0,8,13,2,1,3,-7,5,3,0,-7,1,2,1,1,-7,-7,2,4,3,-8,8
15561,1,Public,City,West,Male,1,5,8,2,1,1,200000,6,3,0,0,0,-7,0,-7,-7,-7,2,4,2,1,5
15562,0,Public,Suburb,South,Female,1,6,10,1,1,1,-7,4,3,0,0,1,20,1,3,1,1,3,10,4,3.5,8
15563,-8,Public,Suburb,Midwest,Male,1,8,2,3,3,2,100000,5,1,0,-7,1,12,0,-7,-7,-7,2,11,-8,3,8
15564,1,Private,City,West,Female,0,2,10,1,3,1,1000000,1,3,1,0,1,4,1,1,-7,-7,1,10,1,-8,3
15565,0,Public,Suburb,West,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,3.5,8
15566,0,Public,Suburb,West,Female,0,7,10,-9,1,2,70000,3,3,-9,0,0,-7,1,1,-7,-7,2,4,13,4,8
15567,1,Public,Rural,West,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,1,8
15569,-8,Public,Rural,Midwest,Male,1,5,8,2,1,3,30000,4,3,0,1,0,-7,1,1,-7,-7,1,4,-8,2,5
15570,0,Public,Suburb,West,Male,0,7,12,1,1,2,100000,7,3,0,0,0,-7,0,-7,-7,-7,2,10,3,2,8
15571,-8,Public,City,West,Female,1,6,6,3,1,3,-9,6,-9,0,0,1,20,-4,-4,-4,-4,-7,-4,-8,2.5,-9
15572,0,Private,Suburb,West,Male,0,7,10,1,1,3,-7,6,4,0,0,1,3,1,1,1,1,1,4,13,-8,8
15573,0,Public,Town,Midwest,Female,1,6,6,3,1,3,-9,6,3,0,0,0,-7,-8,-8,-8,-8,-8,-8,5,2.5,6
15575,0,Private,City,Midwest,Male,0,7,8,-9,1,3,-7,-9,3,0,0,0,-7,0,-7,-7,-7,1,4,5,2.5,5
15576,-8,Public,Suburb,South,Female,1,6,8,1,1,1,400000,1,1,0,1,0,-7,0,-7,-7,-7,2,5,-8,2.5,8
15577,-8,Public,Suburb,Northeast,Male,0,4,12,1,1,3,50000,11,3,0,-7,0,-7,1,2,0,0,3,11,-8,3.5,2
15578,0,Public,Town,South,Female,0,6,8,1,1,3,55000,1,3,0,0,1,10,1,1,1,0,1,4,5,4,8
15579,0,Public,Suburb,Northeast,Female,0,6,8,1,1,2,75000,12,4,0,0,1,20,-8,-8,-8,-8,-8,-8,11,4,8
15580,-8,Public,Rural,South,Male,-9,6,2,1,3,3,60000,11,3,0,1,1,30,-9,-9,-9,-9,3,4,-8,2.5,8
15581,0,Public,Rural,Northeast,Female,0,7,8,1,1,1,100000,11,2,0,0,0,-7,1,2,1,1,1,4,3,3,2
15582,0,Public,City,South,Male,0,7,12,1,1,2,85000,3,3,0,0,1,40,1,1,1,1,1,4,8,3,8
15583,-8,Public,City,Midwest,Female,0,5,13,2,1,2,-9,4,3,0,0,1,8,0,-7,-7,-7,1,5,-8,2.5,8
15584,-8,Public,City,West,Female,1,4,6,3,1,2,50000,4,1,0,1,1,25,0,-7,-7,-7,-7,4,-8,0.5,1
15585,-8,Private,City,South,Male,0,5,8,1,1,2,80000,1,3,0,-7,0,-7,1,2,0,0,2,10,-8,3,8
15586,-8,Public,Suburb,West,Male,0,6,9,2,1,3,75000,11,3,0,0,1,18,-8,-8,-8,-8,-8,-8,-8,2.5,8
15588,-8,Private,Town,Northeast,Female,0,6,10,2,2,1,-7,4,1,0,0,0,-7,1,1,-7,-7,1,4,-8,3.5,-9
15589,0,Public,Suburb,South,Male,0,6,10,1,1,3,-9,12,4,1,0,1,6,1,2,0,0,2,10,3,3,8
15590,1,Public,Suburb,Northeast,Male,0,8,2,2,1,2,1000000,6,2,0,0,1,10,1,1,1,0,1,4,2,3,5
15591,-8,Public,Suburb,South,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,5
15592,0,Public,Rural,South,Male,1,5,8,2,1,3,30000,7,2,0,0,1,20,0,-7,-7,-7,1,4,3,3,8
15593,0,Public,Rural,South,Female,0,7,10,2,1,1,90000,6,3,0,-7,1,25,0,-7,-7,-7,1,4,2,3.5,6
15594,-8,Public,Town,West,Male,2,2,2,3,2,3,-7,6,2,0,-7,1,12,0,-7,-7,-7,1,1,-8,3,5
15595,0,Public,City,South,Male,0,5,8,1,1,3,50000,9,4,0,0,0,-7,1,2,0,0,1,10,11,3,8
15596,-8,Public,Rural,Midwest,Male,2,2,2,3,3,3,-7,11,3,0,0,1,32,0,-7,-7,-7,1,4,-8,2.5,4
15597,0,Public,Rural,South,Female,0,7,8,1,1,3,65000,11,3,0,0,1,12,1,1,1,0,-7,1,3,3,8
15598,1,Public,Suburb,South,Female,0,7,12,1,1,2,100000,6,3,0,0,0,-7,-8,-8,-8,-8,-8,-8,1,-8,3
15599,0,Public,Town,South,Female,0,6,10,1,1,1,-7,1,3,0,0,0,-7,1,1,0,0,1,6,3,3.5,2
15600,-8,Private,Suburb,Midwest,Male,1,7,12,1,1,3,1000000,6,4,1,0,1,8,-8,-8,-8,-8,-8,-8,-8,3.5,2
15601,-8,Public,Town,South,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,5
15602,0,Public,Suburb,Midwest,Male,0,6,10,1,1,1,-7,11,3,1,0,1,10,1,1,1,0,2,4,8,3.5,8
15603,1,Public,Suburb,Midwest,Male,1,3,6,2,3,2,-7,10,2,0,0,1,8,-8,-8,-8,-8,-8,-8,2,1,5
15606,0,Public,Rural,South,Female,0,5,8,1,1,3,30000,5,3,0,-7,0,-7,0,-7,-7,-7,1,3,4,2.5,8
15607,0,Public,Suburb,West,Female,0,6,9,1,1,1,35000,3,3,0,0,0,-7,0,-7,-7,-7,3,4,3,1.5,3
15608,0,Public,Rural,Northeast,Male,0,5,8,2,1,1,-7,7,2,0,0,0,-7,0,-7,-7,-7,1,4,2,3,5
15609,0,Public,Suburb,Midwest,Female,0,8,8,2,1,2,-9,9,3,0,0,1,5,-9,-9,-9,-9,1,4,8,3,8
15610,-8,Public,Town,West,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,-7,-7,-7,1,4,-8,2.5,4
15611,0,Public,Suburb,South,Female,1,5,8,2,1,2,150000,1,3,0,0,1,12,1,2,-7,-7,1,4,4,2.5,8
15612,0,Private,City,South,Male,0,4,4,3,3,2,-9,8,2,0,-9,1,-9,-8,-8,-8,-8,-8,-8,5,2,3
15613,0,Public,City,South,Male,0,7,10,1,1,1,75000,3,4,1,0,0,-7,1,2,1,1,1,10,3,3.5,5
15614,0,Private,Suburb,South,Female,0,7,10,1,1,2,1000000,6,3,0,0,1,30,0,-7,-7,-7,2,11,5,2,3
15615,0,Public,Rural,South,Male,0,7,12,1,1,2,60000,7,4,0,-7,0,-7,1,2,1,1,1,12,13,4,8
15616,1,Public,City,West,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,8
15617,0,Public,Suburb,Midwest,Female,0,6,10,1,1,3,30000,11,4,0,-7,1,5,1,1,-7,-7,2,4,5,3.5,8
15618,0,Public,Rural,South,Male,0,5,2,-9,1,3,-7,1,3,0,0,0,-7,0,-7,-7,-7,1,4,3,2.5,5
15619,0,Public,City,Northeast,Female,0,8,6,2,1,1,-7,1,4,0,0,1,14,0,-7,-7,-7,1,4,2,3,8
15621,0,Public,Rural,South,Male,0,7,10,1,1,2,-9,6,3,0,-7,0,-7,0,-7,-7,-7,3,4,8,2,8
15622,0,Public,Suburb,South,Male,0,5,4,2,1,1,-7,12,3,0,0,0,-7,0,-7,-7,-7,1,4,3,2.5,5
15623,-8,Public,Suburb,West,Male,0,7,8,2,2,-9,-7,3,-9,0,0,0,-7,-8,-8,-8,-8,-8,-8,-8,2.5,-9
15624,0,Public,Suburb,Northeast,Female,1,3,4,3,1,2,10000,6,3,0,0,0,-7,-8,-8,-8,-8,-8,-8,4,-8,8
15625,0,Public,Suburb,Midwest,Female,0,8,13,2,1,3,-7,4,2,0,0,0,-7,1,2,-7,-7,2,10,2,1,5
15626,1,Public,City,South,Male,0,3,2,3,2,2,35000,6,3,0,0,1,8,-8,-8,-8,-8,-8,-8,2,2.5,8
15627,-8,Public,Rural,Northeast,Male,0,7,10,1,1,1,200000,3,4,0,1,0,-7,-4,-4,-4,-4,-4,-4,-8,3.5,2
15628,0,Public,Rural,Midwest,Male,0,6,10,1,1,3,150000,11,4,0,0,0,-7,1,2,1,1,1,4,10,3,5
15629,1,Public,City,South,Male,0,6,13,3,2,-7,-9,13,3,0,1,0,-7,0,-7,-7,-7,3,4,1,1.5,8
15631,0,Private,Suburb,Northeast,Male,0,6,10,1,1,3,100000,6,4,0,0,0,-7,0,-7,-7,-7,1,4,9,2.5,3
15632,-8,Public,City,South,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0.5,3
15633,1,Public,Suburb,Northeast,Female,0,7,13,2,1,3,-7,4,4,1,0,0,-7,1,2,0,1,1,10,2,3.5,2
15634,-8,Private,Suburb,Midwest,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3.5,6
15635,0,Public,Suburb,Midwest,Male,0,7,12,1,1,2,70000,12,4,1,0,1,15,1,1,-7,-7,1,4,8,3.5,8
15636,0,Private,City,South,Male,1,7,12,1,1,3,90000,3,3,1,0,0,-7,1,1,0,1,1,4,6,3.5,2
15638,0,Public,City,Northeast,Male,1,6,2,3,3,2,-7,13,4,0,0,0,-7,0,-7,-7,-7,2,4,4,2.5,8
15639,0,Public,Suburb,West,Male,0,6,8,1,1,1,60000,5,3,0,0,1,3,1,2,0,0,1,4,8,3,8
15641,0,Public,City,Midwest,Male,0,2,8,-9,1,1,1000,11,3,0,0,1,1,0,-7,-7,-7,1,11,3,2.5,8
15642,0,Public,Suburb,South,Male,0,7,13,1,1,3,200000,9,1,0,1,0,-7,0,-7,-7,-7,3,6,4,2,5
15643,0,Public,City,South,Female,0,5,8,1,1,1,-7,1,-9,0,-7,0,-7,1,2,0,0,1,10,4,2.5,8
15644,0,Public,Rural,Midwest,Male,0,6,8,2,1,1,-7,11,3,0,0,1,25,-8,-8,-8,-8,-8,-8,3,2,8
15645,0,Public,City,South,Female,0,6,13,2,1,3,90000,4,3,1,0,0,-7,1,2,0,1,2,10,7,2.5,8
15646,0,Public,Suburb,Northeast,Female,0,8,13,1,1,1,-9,1,3,0,0,0,-7,1,2,-7,-7,3,4,4,2,8
15648,0,Public,City,Northeast,Male,0,8,13,2,1,3,100000,13,2,0,1,1,15,0,-7,-7,-7,1,10,4,2.5,8
15649,-8,Public,Rural,South,Female,0,7,7,2,1,3,-7,6,3,0,0,1,5,1,1,-7,-7,1,3,-8,3,5
15650,-8,Public,City,West,Female,0,7,12,2,1,2,-7,12,2,0,0,0,-7,0,-7,-7,-7,1,4,-8,2,4
15651,0,Public,Rural,Northeast,Female,0,7,12,1,1,3,100000,3,4,0,-7,1,15,1,1,-7,-7,1,4,11,4,8
15652,-8,Public,Rural,South,Female,0,6,8,1,1,3,-9,3,3,0,0,1,15,1,2,0,1,1,4,-8,3,6
15653,0,Public,City,South,Male,0,7,10,1,1,3,85000,3,3,0,-7,0,-7,1,2,1,0,1,3,4,3.5,8
15654,0,Private,City,Midwest,Male,0,7,10,1,1,1,500000,5,3,0,0,0,-7,1,1,-7,-7,1,4,5,3.5,2
15655,-8,Public,Town,South,Male,1,2,4,2,1,1,80000,3,2,0,0,0,-7,-8,-8,-8,-8,-8,-8,-8,1.5,8
15656,0,Public,Suburb,Northeast,Male,1,1,4,4,2,2,200000,6,4,0,-7,0,-7,0,-7,-7,-7,1,11,2,1.5,6
15657,-8,Public,Suburb,South,Male,1,5,8,2,1,1,-9,5,3,0,0,0,-7,0,-7,-7,-7,1,4,-8,2.5,-9
15658,-8,Private,Suburb,Northeast,Male,0,6,13,1,1,2,-7,3,3,0,-7,0,-7,0,-7,-7,-7,1,11,-8,-9,6
15659,0,Public,Rural,Midwest,Female,0,5,8,2,1,3,45000,4,4,0,0,0,-7,0,-7,-7,-7,3,4,5,3.5,8
15660,0,Public,City,Midwest,Male,0,7,12,1,1,3,35000,2,4,0,-7,0,-7,1,2,1,1,1,10,6,4,8
15661,1,Public,Suburb,South,Female,0,6,8,2,1,3,-9,1,2,-9,-9,0,-7,0,-7,-7,-7,-7,6,1,1,5
15662,0,Public,Rural,Midwest,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-4,-4,-4,-4,-4,-4,5,2.5,8
15663,1,Public,Suburb,West,Male,0,5,8,2,1,2,-7,13,3,1,0,0,-7,1,1,-7,-7,2,4,1,3,2
15664,0,Public,City,South,Male,1,1,6,3,3,1,-7,4,4,1,0,1,15,0,-7,-7,-7,3,12,3,2,8
15665,0,Private,City,West,Male,0,2,2,4,2,2,-7,13,3,0,-7,0,-7,0,-7,-7,-7,2,5,6,1.5,8
15666,0,Private,City,South,Male,0,7,6,2,1,2,-7,3,3,0,0,0,-7,0,-7,-7,-7,1,4,4,2,3
15667,0,Public,City,Midwest,Female,0,7,10,1,1,1,60000,1,3,0,-7,0,-7,1,2,0,1,2,4,13,3.5,8
15668,0,Public,City,Midwest,Female,0,3,4,1,1,1,-9,12,3,0,-7,1,25,0,-7,-7,-7,1,4,8,2.5,8
15669,0,Public,Suburb,Midwest,Male,0,6,8,-9,1,2,70000,13,3,0,0,1,20,1,2,0,1,1,4,6,3,8
15670,1,Public,Town,Midwest,Female,0,7,4,2,1,3,100000,3,3,0,0,1,2,1,2,1,0,1,1,1,3.5,2
15671,0,Public,Rural,South,Male,1,8,8,2,1,1,-7,6,3,0,0,1,20,-8,-8,-8,-8,-8,-8,6,2.5,8
15672,0,Public,Town,West,Male,0,7,10,1,1,3,150000,6,3,0,0,1,15,1,3,1,0,1,4,8,3.5,8
15673,0,Public,Suburb,Northeast,Male,0,6,10,1,1,1,35000,11,2,1,0,1,25,1,2,1,0,1,4,2,2.5,8
15674,0,Public,Rural,South,Male,0,7,12,1,1,1,-7,13,3,0,-7,1,12,0,-7,-7,-7,1,4,6,3.5,2
15675,-8,Private,Suburb,West,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,-7,-7,-7,1,10,-8,-8,8
15676,1,Public,City,West,Female,2,6,13,2,1,3,-7,1,1,0,0,0,-7,1,2,0,0,3,3,1,3,5
15677,1,Public,City,Midwest,Male,2,8,13,2,1,3,-9,13,2,1,-9,0,-7,0,-7,-7,-7,1,6,1,2.5,6
15678,1,Public,Rural,South,Male,0,5,8,1,1,2,250000,6,4,0,0,0,-7,0,-7,-7,-7,-7,4,2,2.5,3
15679,1,Private,Suburb,Northeast,Male,0,8,10,1,1,2,-7,2,4,0,0,0,-7,1,1,-7,-7,1,4,1,-9,8
15680,0,Private,City,Northeast,Female,0,6,10,2,1,3,-7,1,4,0,0,1,4,1,2,0,0,1,4,3,3.5,2
15681,0,Public,Suburb,South,Male,-9,-9,-9,-9,1,2,-9,-9,-9,0,-9,1,-9,0,-7,-7,-7,1,4,5,2,5
15682,0,Public,Suburb,West,Male,1,6,10,1,1,3,-7,5,2,0,0,1,4,1,1,-7,-7,3,10,4,3.5,8
15683,0,Public,City,South,Male,0,5,8,2,1,3,-7,7,3,0,0,1,25,-8,-8,-8,-8,-8,-8,9,2.5,8
15684,0,Public,City,Northeast,Male,0,8,13,1,1,1,-7,13,-9,0,0,0,-7,-8,-8,-8,-8,-8,-8,3,2,8
15685,0,Public,City,South,Male,0,7,13,1,1,3,-7,1,3,0,0,0,-7,1,3,-7,-7,1,4,4,3,8
15686,-8,Private,City,Midwest,Male,0,7,12,1,1,2,-7,11,4,1,0,0,-7,1,2,1,1,1,4,-8,4,2
15687,-8,Public,City,Northeast,Male,0,7,8,1,1,2,-7,13,4,0,0,0,-7,0,-7,-7,-7,1,6,-8,2,3
15688,0,Private,City,South,Female,0,7,12,1,2,3,500000,3,4,0,0,0,-7,0,-7,-7,-7,1,4,5,3.5,8
15689,0,Public,Town,Northeast,Female,1,7,10,2,1,1,45000,7,3,0,0,1,7,0,-7,-7,-7,2,4,5,2.5,8
15690,0,Public,City,West,Female,0,7,10,1,1,1,100000,11,3,0,0,1,2,1,2,0,0,3,4,6,3.5,8
15691,1,Public,Rural,South,Male,1,4,6,3,2,2,70000,12,2,0,-7,1,11,1,1,-7,-7,2,4,3,2,8
15692,0,Public,City,Midwest,Female,0,8,10,1,1,1,20000,13,3,0,0,1,20,1,2,0,1,1,4,10,3.5,8
15693,0,Public,Rural,South,Female,0,7,6,1,1,3,90000,9,3,0,0,0,-7,1,1,-7,-7,1,4,3,4,8
15694,-8,Public,Suburb,Northeast,Male,1,8,8,2,1,1,1000,12,2,0,0,0,-7,-4,-4,-4,-4,-4,-4,-8,3,2
15695,-8,Public,City,Midwest,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2.5,3
15697,0,Private,Suburb,South,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,3,3
15698,-8,Public,City,Midwest,Female,1,5,8,1,1,2,75000,3,3,1,-7,1,9,1,1,-7,-7,1,10,-8,4,8
15699,0,Public,City,South,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,-7,-7,-7,1,4,5,3,5
15700,-8,Private,Suburb,Midwest,Female,0,7,12,1,1,1,-7,11,3,0,0,0,-7,1,1,1,0,1,10,-8,3.5,2
15701,0,Public,Town,West,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,1,5
15702,0,Public,Suburb,South,Female,0,7,12,1,1,1,95000,11,2,0,0,1,10,1,2,0,0,1,10,2,3,3
15703,0,Public,City,Midwest,Male,0,5,8,1,1,1,60000,7,3,0,0,0,-7,1,3,1,0,1,4,3,3.5,8
15704,0,Public,Suburb,Midwest,Male,5,6,4,1,1,3,-9,6,4,0,0,1,-9,0,-7,-7,-7,1,10,2,2,6
15705,0,Private,City,Northeast,Female,-9,5,6,-9,1,2,30000,3,4,0,0,0,-7,1,3,-7,-7,1,4,8,2,8
15706,0,Public,Town,Northeast,Female,0,7,12,1,1,3,-7,3,4,0,0,1,-9,1,1,1,1,1,4,6,4,2
15707,0,Public,Rural,South,Female,1,7,12,1,1,3,50000,3,3,0,0,1,20,1,1,-7,-7,1,4,7,3.5,8
15708,-8,Public,Rural,Midwest,Male,0,6,8,2,1,3,50000,3,3,1,0,0,-7,1,1,-7,-7,1,2,-8,2,3
15710,0,Public,Rural,South,Female,0,8,4,3,1,2,-7,1,3,0,-7,0,-7,0,-7,-7,-7,1,4,4,2,8
15711,0,Public,Suburb,South,Male,1,6,8,1,1,1,90000,1,2,0,0,1,10,0,-7,-7,-7,2,4,3,1.5,8
15712,0,Public,Suburb,West,Female,0,6,10,1,1,1,-7,11,4,1,0,0,-7,-8,-8,-8,-8,-8,-8,4,2,8
15713,0,Public,Suburb,West,Male,0,6,10,1,1,3,150000,5,3,0,-7,1,8,-4,-4,-4,-4,-4,-4,5,3,8
15714,-8,Private,City,Midwest,Male,0,8,13,2,3,3,-7,13,2,0,1,1,-9,0,-7,-7,-7,1,11,-8,1,8
15715,-8,Public,Suburb,West,Male,1,4,6,2,1,3,75000,6,4,0,0,0,-7,1,3,-7,-7,3,4,-8,2.5,3
15716,0,Public,Suburb,Midwest,Female,3,5,2,3,3,2,-7,6,2,0,-7,0,-7,0,-7,-7,-7,2,4,4,2.5,5
15717,-8,Public,Suburb,Midwest,Female,0,6,8,1,1,2,80000,11,2,0,0,0,-7,1,2,0,0,2,4,-8,4,5
15718,0,Public,Suburb,Northeast,Male,0,6,13,-9,3,-9,100000,6,-9,0,0,1,12,0,-7,-7,-7,1,4,10,2,8
15719,0,Private,City,Northeast,Male,0,6,10,1,1,2,60000,6,3,0,0,1,20,0,-7,-7,-7,1,4,6,3,8
15720,0,Private,City,South,Male,0,6,12,1,1,1,90000,11,2,1,0,0,-7,1,1,-7,-7,1,3,3,2.5,3
15721,0,Public,City,West,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,-7,-7,-7,3,4,6,2,3
15722,0,Public,City,Midwest,Female,1,7,13,2,1,3,50000,6,2,0,0,0,-7,1,2,1,0,1,1,2,3,5
15723,0,Public,Suburb,South,Male,1,8,2,3,2,2,-7,3,-9,-9,-9,-9,-9,0,-7,-7,-7,1,10,5,3,8
15724,-8,Public,Town,South,Male,0,6,8,1,1,3,30000,11,3,0,0,1,15,-8,-8,-8,-8,-8,-8,-8,3,8
15725,-8,Public,Town,West,Male,0,6,6,3,1,2,-9,6,1,1,1,1,30,0,-7,-7,-7,-7,4,-8,-8,3
15726,-8,Public,City,South,Female,1,5,6,2,1,1,200000,1,3,0,0,0,-7,-8,-8,-8,-8,-8,-8,-8,1.5,3
15727,-8,Public,Rural,Midwest,Female,1,7,8,1,1,2,50000,9,3,0,0,1,40,-4,-4,-4,-4,-4,-4,-8,2,8
15728,0,Public,Rural,Northeast,Female,0,7,12,2,1,3,45000,6,3,0,0,1,10,0,-7,-7,-7,1,5,2,4,6
15729,-8,Private,City,South,Male,0,5,8,1,1,3,-7,5,4,0,0,1,12,-8,-8,-8,-8,-8,-8,-8,3,8
15730,0,Private,Suburb,Northeast,Female,0,7,12,1,1,3,300000,3,4,1,0,0,-7,1,3,1,1,1,4,3,4,8
15731,0,Public,City,Northeast,Male,1,5,6,2,1,3,10000,11,2,0,0,0,-7,0,-7,-7,-7,1,3,3,3,5
15732,0,Public,Suburb,Northeast,Female,1,7,12,1,1,1,90000,3,2,0,-7,1,8,-8,-8,-8,-8,-8,-8,3,3.5,6
15733,1,Public,Rural,West,Male,0,6,8,1,1,2,1000,6,2,0,0,1,15,1,2,0,1,1,1,2,2.5,3
15734,0,Public,City,Northeast,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,1,3
15735,0,Public,Rural,South,Male,0,6,13,1,1,3,100000,4,3,0,0,0,-7,1,1,0,0,1,3,4,4,2
15736,0,Private,Suburb,South,Male,0,5,10,2,1,2,85000,6,3,0,0,0,-7,-4,-4,-4,-4,-4,-4,10,3.5,8
15737,0,Public,Rural,West,Female,1,5,13,3,1,3,3000,4,2,0,0,0,-7,1,1,-7,-7,1,4,2,3.5,8
15738,-8,Private,City,Northeast,Female,0,7,12,1,1,3,-9,3,4,0,0,1,5,1,2,1,0,1,4,-8,3.5,-9
15739,0,Private,City,Northeast,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,-7,-7,-7,-9,-9,6,4,8
15740,0,Public,City,West,Male,0,7,13,2,1,3,-7,11,3,0,-7,1,9,-8,-8,-8,-8,-8,-8,6,3,8
15741,0,Private,City,South,Male,0,7,8,1,1,2,300000,11,4,0,0,0,-7,0,-7,-7,-7,1,4,13,3,8
15742,-8,Public,Suburb,Midwest,Male,5,6,10,1,1,3,80000,10,3,0,0,0,-7,1,-9,-7,-7,1,4,-8,3,-9
15743,1,Public,Rural,South,Male,0,5,6,2,1,1,-7,7,3,0,0,0,-7,-8,-8,-8,-8,-8,-8,2,2.5,5
15744,-8,Public,Suburb,Northeast,Male,0,4,6,3,2,2,-7,6,2,0,-7,1,25,-8,-8,-8,-8,-8,-8,-8,2.5,6
15745,0,Public,Suburb,Northeast,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-4,-4,-4,-4,-4,-4,3,2,5
15746,-8,Public,Suburb,South,Female,0,6,6,2,1,3,55000,3,2,0,0,1,2,-8,-8,-8,-8,-8,-8,-8,-8,8
15747,0,Public,Rural,South,Male,0,7,12,1,1,2,250000,6,4,0,-7,1,20,1,2,1,1,1,10,5,4,8
15748,0,Private,City,South,Male,0,7,10,1,1,2,-7,6,2,0,0,0,-7,1,2,1,1,1,4,12,4,1
15749,0,Public,City,West,Male,1,7,12,2,1,3,1000000,5,3,1,0,1,5,1,1,1,1,1,4,2,2.5,3
15750,0,Public,City,Midwest,Female,0,7,13,1,3,3,-7,1,3,0,0,1,21,1,2,0,0,1,11,4,3,5
15751,0,Public,Rural,Northeast,Male,0,2,2,4,3,3,70000,13,2,0,-7,1,5,0,-7,-7,-7,1,5,5,3,8
15753,0,Public,Rural,South,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,-8,8
15754,-8,Private,Town,Midwest,Female,0,7,10,1,1,2,-9,7,3,0,-7,1,10,-8,-8,-8,-8,-8,-8,-8,3.5,8
15755,0,Public,Suburb,Midwest,Male,0,3,4,3,1,1,40000,6,3,0,0,1,5,0,-7,-7,-7,3,4,4,3,8
15756,0,Public,Town,Midwest,Female,2,7,13,2,3,3,-9,9,1,0,1,1,30,0,-7,-7,-7,-7,4,2,1.5,4
15757,-8,Public,Suburb,South,Female,0,7,13,1,1,3,-7,3,3,0,0,1,1,1,2,1,1,1,10,-8,4,2
15758,1,Public,Suburb,West,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-7,-7,-7,12,2,3,5
15759,1,Public,Suburb,South,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,8
15761,-8,Private,City,South,Female,1,6,10,1,1,3,100000,11,4,0,-7,0,-7,1,1,1,0,1,4,-8,4,-9
15762,0,Public,Rural,South,Male,0,6,6,2,1,3,-7,11,3,0,0,0,-7,0,-7,-7,-7,1,10,2,3.5,8
15763,0,Public,Rural,West,Male,0,5,6,2,1,3,-9,7,1,0,1,1,16,-8,-8,-8,-8,-8,-8,7,3.5,6
15764,0,Public,Suburb,West,Female,2,5,8,2,1,2,30000,1,3,0,0,0,-7,0,-7,-7,-7,1,3,3,3.5,8
15766,0,Public,Suburb,South,Female,0,5,8,1,1,1,-7,13,4,0,0,1,8,1,2,0,0,1,4,6,3,8
15767,1,Public,Rural,South,Female,1,7,13,1,1,2,25000,9,2,0,0,0,-7,1,3,0,1,1,4,2,3.5,2
15768,0,Public,Suburb,Northeast,Female,0,7,12,1,1,1,300000,5,3,0,0,1,20,0,-7,-7,-7,1,3,3,2,8
15769,0,Private,City,West,Female,0,6,9,1,1,1,20000,1,3,0,0,1,15,1,2,0,0,1,4,4,3,5
